id,salary_cents,bonus_cents,hours_per_week,age
297,166665,68475,56,53
298,74771,69625,31,52
299,206899,76848,55,38
300,386483,65558,55,25
301,78547,68874,51,29
302,401004,59219,30,36
303,305934,49728,51,40
304,410884,94976,34,46
305,338651,2150,51,64
306,163062,58720,54,47
307,207172,84356,33,24
308,232180,66242,48,52
309,153047,304,47,44
310,312738,92927,23,25
311,279250,67484,34,30
312,393678,48801,37,24
313,298237,49583,20,45
314,263850,8836,57,56
315,145554,35222,52,43
316,67482,93487,57,26
317,365289,84624,37,58
318,134374,17165,23,34
319,85399,62002,23,23
320,113020,1933,31,33
321,315636,63892,41,33
322,328197,65380,43,59
323,201268,45438,44,62
324,266059,96847,52,30
325,82020,18083,47,38
326,283191,21383,28,32
327,237734,92698,28,19
328,231495,4721,46,52
329,338292,53267,48,58
330,377505,60239,29,50
331,199690,34306,39,51
332,224464,85300,50,19
333,464428,55033,24,32
334,117319,91247,55,67
335,283937,6504,44,21
336,361579,11668,44,18
337,175808,56244,57,38
338,127792,58658,49,68
339,421778,65342,42,30
340,215070,47461,49,68
341,373712,49956,43,46
342,148038,23826,29,50
343,494731,68113,34,62
344,223151,53385,26,45
345,417668,15539,48,42
346,343795,75697,36,24
347,285857,7621,44,58
348,356281,94806,33,42
349,453126,20651,28,50
350,272500,85784,44,37
351,244541,38973,25,24
352,342889,75910,54,24
353,307603,10679,58,28
354,389122,34099,21,55
355,268085,948,47,51
356,389009,17789,27,29
357,448805,1287,44,53
358,175817,17760,54,59
359,96850,31467,46,46
360,394354,13744,56,41
361,307580,44348,47,48
362,357366,87374,46,59
363,231265,32419,42,35
364,417503,96064,54,56
365,346334,60748,50,20
366,187036,43676,49,55
367,423839,79238,43,68
368,485273,91119,56,25
369,397497,57068,33,60
370,86913,20418,27,47
371,231291,86297,41,62
372,376274,52061,20,53
373,460606,91986,59,42
374,483021,18906,35,19
375,299074,83865,55,27
376,426298,15663,35,25
377,441947,46818,42,60
378,134002,7419,34,56
379,76431,51073,57,23
380,130489,89009,32,66
381,192228,35066,52,26
382,288791,51126,30,64
383,187642,42001,59,21
384,259850,72450,44,28
385,179264,50592,44,35
386,87114,67813,46,24
387,194044,18898,58,43
388,134975,23874,58,26
389,162128,73657,30,66
390,281298,93560,31,46
391,370199,16336,22,64
392,329282,55182,57,55
393,497379,43162,59,48
394,90010,77275,52,60
395,104013,44049,29,28
396,51001,67738,49,31
397,205529,41784,22,60
398,188936,7128,49,62
399,332477,12702,24,48
400,66187,42652,29,20
401,337557,73389,30,38
402,78619,60492,44,19
403,434178,79760,58,64
404,378506,15920,23,41
405,283722,23043,37,48
406,301362,62131,52,27
407,233315,80802,59,39
408,198988,85308,54,57
409,299997,20194,23,54
410,149001,52613,27,29
411,450195,7355,59,68
412,483509,83383,31,66
413,287289,25314,47,43
414,438800,49920,42,22
415,327032,93986,38,26
416,385070,37941,51,45
417,440728,70725,25,19
418,108089,99480,41,54
419,379636,11829,20,26
420,296538,18785,20,57
421,238821,38715,20,55
422,362300,89089,41,60
423,177444,44469,57,33
424,496776,80899,57,61
425,125958,75644,38,53
426,302655,6137,21,65
427,145179,5480,49,69
428,350421,9628,27,57
429,415360,87252,38,42
430,400636,65428,56,23
431,227514,20336,53,64
432,272719,70859,25,27
433,331183,68372,53,18
434,103551,35169,51,21
435,326779,33976,57,18
436,201880,46809,33,42
437,292361,5230,43,55
438,418181,99542,33,47
439,203154,32495,36,62
440,437843,40277,27,32
441,339791,43223,24,44
442,135557,16884,47,32
443,164669,33223,45,36
444,464962,90959,59,44
445,134005,57836,23,65
446,242515,48630,28,50
447,481499,29818,56,22
448,380743,93903,45,67
449,306824,32603,45,31
450,59268,74676,57,46
451,156441,67311,40,29
452,353878,44991,35,25
453,217008,8178,46,41
454,452410,51952,40,19
455,312749,38031,44,47
456,75430,88088,57,45
457,360671,60756,50,37
458,424348,7076,56,54
459,103040,83429,45,38
460,386967,90247,46,28
461,250818,98840,58,54
462,229269,32504,52,30
463,483288,53963,28,29
464,162499,66241,34,55
465,499352,21934,34,26
466,215828,78733,56,22
467,105215,56531,40,35
468,314291,44143,37,61
469,458333,33707,27,25
470,305448,9345,58,22
471,136924,28682,50,34
472,399571,48858,49,30
473,219380,24499,32,69
474,115131,43512,54,47
475,112217,30748,50,60
476,309943,57157,29,59
477,249422,86540,38,43
478,461701,73960,44,67
479,499321,90486,41,30
480,408688,85775,50,63
481,116082,46880,23,63
482,343770,10238,56,31
483,114943,76044,23,36
484,460663,6685,54,69
485,242709,67282,38,64
486,460829,2697,50,38
487,493228,58200,42,36
488,255615,42634,39,26
489,414430,2153,35,39
490,130958,78075,47,69
491,245781,6732,53,51
492,253840,78287,33,43
493,209610,21342,31,60
494,108414,86210,36,48
495,125804,94298,52,54
496,173653,39924,28,33
497,114769,35125,51,45
498,476288,53000,39,40
499,161878,32266,51,31
500,359767,98730,56,28
501,160400,90012,38,67
502,87933,62555,52,34
503,389545,37395,40,49
504,306422,87932,57,22
505,57422,75009,39,45
506,54287,84090,44,38
507,422165,66737,50,66
508,127522,79143,33,51
509,181881,70024,36,45
510,281260,10016,28,66
511,336261,63294,47,25
512,87259,16680,44,24
513,103156,3080,31,44
514,381601,13058,36,49
515,54141,95418,55,63
516,386618,17118,29,54
517,476947,5402,41,36
518,239937,16856,24,25
519,304515,25503,50,67
520,247535,12329,57,62
521,232492,74225,58,29
522,307869,87587,56,36
523,152775,25541,20,53
524,228154,25453,34,47
525,215272,29975,32,46
526,192271,25320,45,64
527,274731,22529,35,58
528,275838,76131,28,59
529,337219,64804,22,41
530,402583,77659,41,32
531,275285,7427,30,28
532,63641,91666,27,24
533,91052,81817,27,55
534,407733,77333,34,50
535,313967,85868,39,48
536,88494,57569,50,19
537,466635,96289,52,29
538,111055,31668,24,47
539,218216,25096,52,67
540,221503,77430,52,47
541,362945,17078,35,34
542,58866,47119,28,51
543,55478,18190,23,51
544,176028,79993,43,55
545,193258,18811,55,39
546,399741,33659,25,47
547,469149,3444,58,69
548,169342,79879,34,44
549,167155,24949,30,52
550,313420,68057,44,53
551,417082,61657,25,38
552,222933,55519,35,51
553,67640,89914,30,58
554,81678,51139,50,20
555,285673,21376,26,57
556,64156,37352,34,27
557,456934,75921,35,60
558,192008,74275,27,20
559,117047,55649,25,61
560,364719,71530,29,42
561,266389,71491,25,58
562,176365,64896,38,66
563,311430,84091,58,50
564,269716,10542,45,46
565,57495,17135,37,41
566,319217,68019,54,51
567,207388,58588,23,33
568,93343,11038,33,21
569,215753,26538,40,56
570,341607,96760,56,52
571,440231,30368,34,27
572,75915,80054,57,53
573,308324,77594,54,53
574,311999,57194,33,33
575,203730,13731,25,40
576,328593,72633,46,59
577,355454,4196,43,25
578,168034,27895,22,64
579,323554,84259,34,19
580,455032,93963,49,41
581,328718,79669,34,30
582,248746,23567,31,40
583,226040,9987,24,30
584,335447,46767,45,47
585,165112,61679,30,44
586,140541,51078,21,58
587,172570,68988,38,55
588,170296,58934,43,18
589,370075,48685,29,48
590,493137,85327,47,56
591,448840,51988,25,28
592,200425,32415,39,60
593,463827,62141,36,65
594,486899,86535,39,41
595,274142,36824,41,22
596,497431,39180,58,19
597,401690,19654,38,43
598,79256,31610,34,24
599,114390,51854,32,41
600,275751,91602,48,35
601,185880,55873,34,67
602,441196,52282,44,18
603,356032,80437,34,66
604,132188,2400,40,47
605,235978,68821,38,64
606,252509,57093,52,35
607,157239,83551,27,62
608,248057,95679,56,30
609,360730,57600,20,23
610,330166,36881,38,53
611,66883,53950,39,68
612,452689,26653,27,41
613,275294,28181,24,22
614,470015,999,53,63
615,271726,61105,37,63
616,249654,36173,51,21
617,362363,95055,20,28
618,145048,93942,26,57
619,138569,79899,44,61
620,234083,48467,21,51
621,301151,7802,57,18
622,110377,28978,49,27
623,474646,61470,21,18
624,432872,2085,51,44
625,241362,94672,51,54
626,200390,81123,23,39
627,293849,97390,21,62
628,301540,60719,40,58
629,80167,8367,49,44
630,446008,37540,44,63
631,434067,67835,20,56
632,463522,91124,50,31
633,456465,13911,38,37
634,412916,32190,34,67
635,286167,53859,29,47
636,252806,86938,21,41
637,65420,81849,22,22
638,495971,85313,49,44
639,386082,84948,54,59
640,447203,92979,47,56
641,447407,91475,39,19
642,137975,1250,56,24
643,464960,77496,51,50
644,64358,89437,47,57
645,479321,13196,31,38
646,110960,76118,44,28
647,205899,67250,20,36
648,455796,99060,37,56
649,67990,27389,29,39
650,78961,11409,22,54
651,54118,30444,52,36
652,249234,68950,53,68
653,356201,94431,39,59
654,228225,44636,24,62
655,327812,86728,41,46
656,493749,27014,28,57
657,461255,70306,22,37
658,282255,955,50,69
659,406409,88988,38,60
660,104652,67647,41,40
661,120311,8433,40,36
662,182592,8000,20,44
663,392912,68152,28,20
664,293212,89855,50,58
665,429941,78815,34,24
666,92191,95125,29,30
667,61055,34304,54,63
668,468327,5929,35,56
669,292816,14769,47,53
670,193176,41857,46,20
671,302461,90938,38,22
672,309221,74396,39,57
673,84059,40598,20,44
674,381608,88926,34,52
675,283044,13802,43,26
676,57255,94614,20,51
677,254546,3183,43,55
678,68157,94469,44,35
679,152045,67897,32,39
680,494766,48763,24,63
681,207154,98463,31,64
682,139188,84887,34,35
683,300939,69564,57,25
684,379382,23137,32,44
685,499040,35362,28,62
686,193724,67316,39,21
687,259829,28566,29,47
688,457994,52757,35,46
689,364867,91510,57,29
690,433476,52274,51,31
691,192453,7337,35,41
692,302774,19641,30,39
693,401059,87131,57,56
694,221320,39308,54,40
695,145843,14986,50,53
696,413214,56602,40,24
697,305336,54098,31,57
698,110725,16480,53,69
699,60958,30993,42,26
700,235628,55603,29,29
701,130790,401,44,37
702,348836,84359,45,22
703,159751,68311,36,26
704,443329,37226,30,53
705,193024,15559,50,40
706,179050,55964,35,66
707,450635,51125,41,64
708,101780,98379,25,53
709,472366,75855,49,51
710,388420,28311,38,58
711,296962,11743,59,69
712,260103,9009,31,43
713,281633,34809,55,46
714,183367,48004,37,55
715,111083,95249,58,38
716,429615,12466,42,32
717,147250,9222,36,41
718,104416,36774,43,33
719,152896,42604,35,33
720,344461,9654,42,26
721,475157,21743,49,42
722,279335,97570,54,63
723,283866,39482,42,51
724,288353,65223,44,33
725,132264,90663,35,32
726,179772,92001,39,52
727,127494,78439,32,25
728,150694,75624,22,61
729,242740,5713,43,52
730,360386,45350,31,46
731,208533,65695,56,20
732,425852,85421,33,64
733,260993,25063,30,60
734,367697,55555,24,59
735,326541,31025,29,47
736,65833,58705,44,42
737,220688,99857,43,37
738,68463,23587,40,29
739,210021,64470,50,58
740,462547,42423,49,38
741,361004,87690,33,30
742,295465,20406,25,48
743,63809,3822,26,57
744,494207,60556,46,60
745,480307,23702,58,40
746,240573,24372,54,32
747,235710,21078,39,23
748,486467,14304,59,36
749,493469,94221,48,63
750,380296,78196,57,21
751,217583,88030,46,29
752,403639,82811,48,26
753,68305,57166,33,56
754,288919,38673,50,33
755,410729,63417,38,59
756,450858,62841,35,37
757,451314,41609,32,57
758,435557,82487,45,32
759,141742,301,49,40
760,205478,5329,48,42
761,271641,24724,54,53
762,303122,63921,37,67
763,477766,81362,28,65
764,320269,8760,46,64
765,460471,41702,35,31
766,421741,46566,25,23
767,155671,80068,48,51
768,56141,49780,21,35
769,83715,99074,35,27
770,395733,39533,27,30
771,174894,50908,30,50
772,78198,298,47,41
773,403483,81329,44,41
774,482959,447,54,52
775,248564,8804,57,46
776,133157,26199,25,45
777,71851,87499,30,35
778,123468,22990,32,59
779,403048,59589,40,54
780,199176,29936,45,61
781,319661,70449,47,38
782,148283,38442,36,66
783,107711,82004,49,69
784,263210,70352,22,52
785,425450,7223,35,54
786,119119,8674,34,54
787,437359,76845,59,43
788,443340,89485,38,35
789,229847,63486,49,44
790,130546,88432,49,47
791,86309,53217,46,68
792,467764,2134,55,62
793,467773,7087,23,52
794,380679,23723,26,37
795,168922,26681,44,24
796,474833,80572,58,38
797,297621,79718,33,66
798,362163,66470,46,27
799,411985,89342,47,65
800,360331,34261,24,52
801,383752,72078,56,23
802,322322,9397,58,53
803,417459,71545,52,25
804,141667,29858,56,37
805,418435,78708,42,47
806,322274,9501,41,43
807,230662,91332,47,57
808,437913,90507,23,47
809,310734,26794,58,68
810,466055,4767,23,68
811,58649,75012,25,57
812,312718,17946,42,30
813,271662,31079,22,42
814,356949,461,39,20
815,385617,38215,22,46
816,288622,78697,52,44
817,171409,86456,28,66
818,63261,68470,59,57
819,454146,16923,33,46
820,154715,38359,59,29
821,275467,52146,26,24
822,340418,26995,40,65
823,110717,66990,28,51
824,278288,75224,30,56
825,141835,12675,41,27
826,363437,52083,33,23
827,242362,85407,26,43
828,257600,15915,41,61
829,284995,36763,56,45
830,196679,47454,45,47
831,117672,5332,25,26
832,250577,53272,44,18
833,234708,17796,23,58
834,86296,19659,55,22
835,457699,25030,29,50
836,441902,85941,58,60
837,53528,21050,34,44
838,294850,79404,59,34
839,255293,25642,29,41
840,233506,17852,53,61
841,282487,25690,32,36
842,434442,29641,33,61
843,319063,2269,37,30
844,166876,81917,32,68
845,196942,70204,52,62
846,494837,85800,24,37
847,389470,38286,44,18
848,317838,45269,22,28
849,302572,64081,42,56
850,146792,60191,51,20
851,77226,5447,33,22
852,100389,81606,29,28
853,88403,27047,45,46
854,56495,61023,42,55
855,285692,26641,37,39
856,208181,79229,45,30
857,346301,49509,28,68
858,63654,6612,44,19
859,408420,20778,41,42
860,476236,76219,40,54
861,369730,82287,30,65
862,75095,67413,41,67
863,326786,52721,56,18
864,360698,59239,22,42
865,364980,2089,34,22
866,315538,53482,45,46
867,231149,63431,27,21
868,127381,29190,36,55
869,379844,11656,52,28
870,75723,77087,33,43
871,351470,62043,21,22
872,354758,95290,53,45
873,461311,16478,41,53
874,54539,91432,31,65
875,473515,36244,34,55
876,356225,27969,26,24
877,359203,76097,28,26
878,181710,56553,54,40
879,231582,47109,57,18
880,297012,2803,54,61
881,79257,18451,52,63
882,468551,86303,26,49
883,131212,71012,28,61
884,276716,49688,58,21
885,335933,65961,34,68
886,60802,28554,38,31
887,420043,4374,48,60
888,76032,57365,50,28
889,208749,71292,35,39
890,235132,55052,36,34
891,149487,61291,54,37
892,285737,99538,55,66
893,432133,92241,50,46
894,466444,59034,33,23
895,417760,10531,46,42
896,358769,41164,21,54
897,57347,76909,29,53
898,292691,82722,43,66
899,327755,49963,52,30
900,406324,96138,50,69
901,458841,59996,33,60
902,499016,68329,33,19
903,97212,16882,45,25
904,304728,87935,27,18
905,208029,24689,39,39
906,271341,63146,20,33
907,159972,51228,23,58
908,387867,21685,37,59
909,72132,57499,46,40
910,236363,17590,26,23
911,354130,18934,44,67
912,308542,71768,59,29
913,260060,14853,26,41
914,66050,78688,26,66
915,455086,8413,40,43
916,467293,17566,27,48
917,202839,82782,36,33
918,105209,38183,36,64
919,474848,18979,29,39
920,194818,73739,47,36
921,428805,72245,55,18
922,470055,82008,41,26
923,447006,10877,22,22
924,105766,92355,53,31
925,176493,82243,36,68
926,133606,66971,33,19
927,411437,31963,31,58
928,361408,65304,52,62
929,205836,24456,21,61
930,330329,61976,35,62
931,137858,56576,49,65
932,87388,93721,52,34
933,177648,34006,44,20
934,437469,11153,55,35
935,367739,10349,20,56
936,376547,95296,58,57
937,469180,62387,50,58
938,163913,38890,57,61
939,423835,80974,26,64
940,198366,89983,47,43
941,114350,33201,59,55
942,355227,9591,40,67
943,129757,82136,44,61
944,183298,29427,22,42
945,268735,44135,28,31
946,329871,54347,28,43
947,381628,63641,39,59
948,230104,53083,24,30
949,157634,691,52,23
950,172217,53132,27,40
951,216636,97565,57,52
952,288086,92050,43,22
953,292258,95732,33,25
954,145037,78768,20,47
955,271155,12768,46,33
956,197642,56686,46,27
957,417928,10763,54,67
958,230690,45318,54,27
959,182944,53194,24,64
960,190861,8590,52,18
961,427732,94209,53,36
962,113275,95317,22,18
963,412464,74292,46,69
964,300981,14886,38,54
965,193623,69236,49,44
966,409565,36287,30,31
967,92484,74853,46,68
968,439846,65026,38,28
969,337333,76138,57,23
970,191819,76463,46,53
971,297444,7507,57,29
972,380675,88280,38,33
973,168479,82511,44,47
974,252499,79564,31,20
975,251051,14812,35,19
976,244310,45240,37,56
977,94075,55608,22,33
978,419349,5104,39,19
979,390707,27538,42,52
980,254454,67588,30,42
981,71940,91903,48,60
982,240584,5238,53,43
983,224679,38713,35,60
984,300894,29584,23,27
985,85246,27271,59,58
986,163576,26210,32,29
987,105344,26755,54,65
988,140518,96241,20,62
989,158279,36192,40,41
990,99261,84002,32,20
991,98740,8457,40,49
992,178933,52088,23,49
993,439463,66270,49,55
994,97903,58321,27,58
995,283483,69934,43,21
996,88182,82158,48,21
997,440785,14502,59,64
998,494583,38268,28,36
999,323412,8842,35,50
1000,374913,50511,32,30
1001,107764,85910,38,65
1002,442856,9126,47,21
1003,113942,18162,55,67
1004,96830,33346,34,23
1005,66928,62653,32,20
1006,230963,37940,27,48
1007,111169,4817,49,55
1008,409645,65105,47,34
1009,461537,49676,33,20
1010,352212,73944,38,42
1011,203557,12298,26,51
1012,411232,86539,49,53
1013,172408,44472,46,45
1014,129581,45248,30,54
1015,51426,35738,32,29
1016,346984,54396,36,63
1017,393290,16277,41,36
1018,350972,33120,46,18
1019,221056,43353,28,53
1020,328162,36514,35,67
1021,325616,23115,26,38
1022,250314,30159,40,19
1023,447218,95419,29,51
1024,75049,4567,43,48
1025,134984,21520,33,22
1026,272843,79237,49,68
1027,384718,4818,45,63
1028,216869,57891,51,57
1029,285050,75052,26,34
1030,84160,40522,56,41
1031,102906,25000,53,61
1032,388623,90472,58,46
1033,446307,43,49,47
1034,145881,50886,27,33
1035,248650,42134,52,62
1036,156397,29767,53,52
1037,53603,99003,57,50
1038,126213,14080,20,37
1039,444320,19306,42,34
1040,82524,80468,45,64
1041,264272,68519,30,30
1042,389910,95967,46,63
1043,403811,69697,46,57
1044,496875,48731,22,20
1045,275956,46299,34,66
1046,173576,74372,45,33
1047,152008,12257,54,39
1048,175490,69823,29,31
1049,243945,54757,46,57
1050,222848,92569,26,26
1051,410133,99538,49,27
1052,301921,96402,47,33
1053,53538,80462,52,35
1054,228229,46096,22,59
1055,376007,89151,29,61
1056,94020,24616,44,56
1057,85552,33984,41,48
1058,272647,80552,41,69
1059,275002,17463,24,33
1060,431337,38482,37,44
1061,429782,49303,52,32
1062,340396,17252,24,46
1063,269571,2163,30,29
1064,436736,75524,56,57
1065,52033,39433,44,33
1066,316684,76612,22,40
1067,454242,29505,33,69
1068,496579,99275,22,61
1069,364333,77861,33,60
1070,262891,74435,48,66
1071,233345,8338,27,31
1072,300559,27302,37,63
1073,464306,45363,39,55
1074,330586,15315,47,46
1075,88565,53640,45,56
1076,186516,34602,51,68
1077,362868,71980,38,24
1078,127895,46792,53,19
1079,147935,39106,34,57
1080,138829,80371,21,23
1081,345139,38170,26,41
1082,134892,68459,24,24
1083,476091,99736,23,26
1084,134401,93759,57,54
1085,223854,6091,31,38
1086,342659,72798,56,53
1087,145303,28497,25,45
1088,426886,47131,40,63
1089,366977,4416,56,68
1090,368087,19212,44,58
1091,170367,68657,55,23
1092,63544,27875,46,30
1093,99897,29116,58,18
1094,155672,45239,25,31
1095,229430,34212,51,57
1096,415255,80801,39,36
1097,399752,43192,48,38
1098,107086,31519,51,23
1099,295559,27884,45,47
1100,175150,57870,26,24
1101,392584,25896,24,68
1102,322926,35957,55,46
1103,106532,63649,39,63
1104,96614,3688,53,45
1105,246923,64844,56,57
1106,457745,6671,41,44
1107,72418,98046,51,69
1108,135576,60273,33,48
1109,306256,57288,49,27
1110,188662,77789,32,58
1111,72856,41783,38,28
1112,491834,64784,27,65
1113,366476,32300,31,36
1114,367834,90186,26,55
1115,316519,15277,56,51
1116,342570,74209,45,55
1117,399285,39906,22,49
1118,493032,85002,23,67
1119,362341,48709,32,27
1120,244064,91483,31,29
1121,291185,16577,57,31
1122,157244,77969,58,33
1123,403776,47253,30,25
1124,163023,60860,49,37
1125,257906,73529,35,31
1126,394573,41956,34,53
1127,249761,11284,29,40
1128,276896,73183,55,26
1129,110511,93763,50,20
1130,414256,14788,31,35
1131,434981,40296,56,52
1132,264449,6246,38,55
1133,216991,17500,50,28
1134,52473,93581,23,26
1135,485320,83602,59,20
1136,72868,37347,33,19
1137,92802,98949,26,46
1138,289237,14727,47,53
1139,310613,67627,47,65
1140,152012,97998,42,29
1141,130055,82792,31,55
1142,160033,88885,47,56
1143,291806,42110,29,68
1144,102052,56786,46,48
1145,93086,15428,21,60
1146,321626,24750,55,33
1147,72068,39895,49,63
1148,345774,86148,32,27
1149,194429,45002,51,42
1150,64282,90134,59,40
1151,370673,117,49,39
